Region,Provider,Specialty,KPI Value,KPI Name,Date
North West,Bolton NHS Foundation Trust,Vascular,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Buckshaw Hospital – Ramsay,"Ear, Nose and Throat",n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Buckshaw Hospital – Ramsay,General Surgery,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Buckshaw Hospital – Ramsay,Gynaecology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Buckshaw Hospital – Ramsay,Orthopaedics,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Buckshaw Hospital – Ramsay,Spinal Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Buckshaw Hospital – Ramsay,Urology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Cheshire Hospital – Spire,"Ear, Nose and Throat",n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Cheshire Hospital – Spire,General Surgery,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Cheshire Hospital – Spire,Plastic Surgery,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Cheshire Hospital – Spire,Orthopaedics,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Cheshire Hospital – Spire,Urology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Chester – Nuffield,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Chester – Nuffield,Orthopaedics,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Colorectal,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Cardiology,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,"Ear, Nose and Throat",28 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Gastroenterology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,General Surgery,28 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Gynaecology,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Haematology,25 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Maxillofacial Surgery,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Orthopaedics,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Ophthalmology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Oral Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Pain Management,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Plastic Surgery,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Respiratory,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Rheumatology,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Upper Gastrointestinal Surgery,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Urology,27 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Countess of Chester Hospital NHS Foundation Trust,Vascular,27 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,"Ear, Nose and Throat",21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,Gastroenterology,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,General Surgery,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,Gynaecology,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,Ophthalmology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,Orthopaedics,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,Plastic Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Cheshire NHS Trust,Urology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Cardiology,25 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,"Ear, Nose and Throat",17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,General Surgery,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Gynaecology,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Maxillofacial Surgery,25 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Ophthalmology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Oral Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Orthopaedics,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Urology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,East Lancashire Hospitals NHS Trust,Vascular,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Euxton Hall Hospital – Ramsay,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Euxton Hall Hospital – Ramsay,General Surgery,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Euxton Hall Hospital – Ramsay,Gynaecology,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Euxton Hall Hospital – Ramsay,Orthopaedics,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Euxton Hall Hospital – Ramsay,Pain Management,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Euxton Hall Hospital – Ramsay,Plastic Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Euxton Hall Hospital – Ramsay,Spinal Surgery,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fairfield Independent Hospital,"Ear, Nose and Throat",n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fairfield Independent Hospital,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fairfield Independent Hospital,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fairfield Independent Hospital,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fairfield Independent Hospital,Orthopaedics,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fairfield Independent Hospital,Urology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fulwood Hall Hospital – Ramsay,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fulwood Hall Hospital – Ramsay,Gynaecology,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fulwood Hall Hospital – Ramsay,Ophthalmology,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fulwood Hall Hospital – Ramsay,Orthopaedics,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fulwood Hall Hospital – Ramsay,Pain Management,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fulwood Hall Hospital – Ramsay,Plastic Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fulwood Hall Hospital – Ramsay,Spinal Surgery,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fulwood Hall Hospital – Ramsay,Urology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fylde Coast Hospital – Spire,"Ear, Nose and Throat",n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fylde Coast Hospital – Spire,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fylde Coast Hospital – Spire,General Surgery,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fylde Coast Hospital – Spire,Gynaecology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
North West,Fylde Coast Hospital – Spire,Neurology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
